aX,aY,aZ,gX,gY,gZ
0.64,0.51,0.59,0.51,0.48,0.45
0.64,0.49,0.59,0.51,0.48,0.44
0.64,0.48,0.60,0.51,0.48,0.42
0.63,0.47,0.60,0.51,0.48,0.41
0.61,0.47,0.60,0.51,0.48,0.39
0.58,0.46,0.59,0.52,0.49,0.38
0.58,0.46,0.59,0.52,0.49,0.38
0.55,0.45,0.59,0.52,0.49,0.38
0.54,0.45,0.59,0.52,0.49,0.37
0.52,0.45,0.59,0.52,0.49,0.37
0.50,0.45,0.59,0.52,0.49,0.37
0.48,0.45,0.58,0.53,0.49,0.37
0.48,0.45,0.58,0.53,0.49,0.37
0.46,0.45,0.58,0.53,0.49,0.37
0.45,0.45,0.58,0.53,0.49,0.37
0.43,0.45,0.58,0.53,0.49,0.37
0.42,0.45,0.57,0.53,0.49,0.38
0.41,0.45,0.57,0.53,0.49,0.39
0.41,0.45,0.57,0.53,0.49,0.39
0.39,0.46,0.56,0.53,0.49,0.40
0.37,0.46,0.56,0.53,0.49,0.41
0.37,0.47,0.54,0.52,0.49,0.42
0.36,0.48,0.55,0.52,0.49,0.43
0.36,0.49,0.54,0.52,0.49,0.45
0.36,0.49,0.54,0.52,0.49,0.45
0.36,0.50,0.54,0.51,0.49,0.46
0.36,0.49,0.54,0.51,0.50,0.48
0.36,0.49,0.54,0.51,0.50,0.49
0.37,0.49,0.54,0.51,0.50,0.51
0.38,0.49,0.53,0.50,0.50,0.52
0.38,0.49,0.53,0.50,0.50,0.52
0.40,0.49,0.53,0.50,0.50,0.53
0.41,0.49,0.53,0.50,0.50,0.54
0.43,0.49,0.53,0.50,0.50,0.54
0.44,0.50,0.53,0.49,0.49,0.55
0.46,0.50,0.53,0.49,0.49,0.55
0.46,0.50,0.53,0.49,0.49,0.55
0.47,0.50,0.53,0.49,0.50,0.56
0.48,0.49,0.54,0.49,0.50,0.56
0.48,0.50,0.54,0.48,0.50,0.56
0.48,0.49,0.55,0.48,0.50,0.56
0.48,0.49,0.55,0.48,0.50,0.56
0.48,0.49,0.55,0.48,0.50,0.56
0.49,0.50,0.55,0.48,0.50,0.56
0.49,0.50,0.56,0.48,0.50,0.56
0.49,0.50,0.56,0.48,0.50,0.56
0.49,0.50,0.56,0.48,0.50,0.56
0.50,0.50,0.57,0.48,0.50,0.56
0.50,0.50,0.57,0.48,0.50,0.56
0.50,0.50,0.57,0.48,0.50,0.56
0.50,0.50,0.57,0.48,0.50,0.56
0.50,0.50,0.57,0.48,0.50,0.56
0.51,0.50,0.58,0.48,0.50,0.56
0.51,0.50,0.58,0.48,0.50,0.56
0.51,0.50,0.58,0.48,0.50,0.56
0.52,0.50,0.58,0.48,0.50,0.56
0.52,0.50,0.58,0.49,0.50,0.56
0.53,0.50,0.58,0.49,0.50,0.56
0.53,0.50,0.58,0.49,0.50,0.56
0.54,0.50,0.58,0.49,0.50,0.56
0.54,0.50,0.58,0.49,0.50,0.56
0.54,0.50,0.58,0.49,0.50,0.55
0.54,0.51,0.58,0.49,0.50,0.55
0.54,0.51,0.58,0.49,0.50,0.54
0.54,0.51,0.58,0.49,0.50,0.54
0.54,0.51,0.58,0.49,0.50,0.54
0.54,0.51,0.58,0.50,0.50,0.54
0.53,0.51,0.58,0.50,0.50,0.53
0.53,0.51,0.57,0.50,0.50,0.53
0.53,0.51,0.57,0.50,0.50,0.53
0.53,0.51,0.57,0.50,0.50,0.53
0.53,0.51,0.57,0.50,0.50,0.53
0.53,0.51,0.57,0.50,0.50,0.53
0.53,0.51,0.57,0.50,0.50,0.53
0.53,0.51,0.57,0.50,0.50,0.52

0.58,0.52,0.57,0.50,0.50,0.50
0.60,0.52,0.57,0.50,0.49,0.50
0.62,0.52,0.57,0.50,0.49,0.49
0.64,0.51,0.57,0.51,0.49,0.48
0.66,0.51,0.58,0.51,0.48,0.47
0.66,0.51,0.58,0.51,0.48,0.47
0.67,0.50,0.58,0.51,0.48,0.45
0.67,0.49,0.58,0.51,0.48,0.43
0.66,0.48,0.57,0.51,0.49,0.42
0.63,0.47,0.57,0.51,0.50,0.40
0.59,0.46,0.57,0.51,0.51,0.39
0.59,0.46,0.57,0.51,0.51,0.39
0.56,0.45,0.56,0.51,0.51,0.38
0.54,0.45,0.56,0.51,0.51,0.37
0.52,0.45,0.55,0.51,0.51,0.37
0.50,0.45,0.55,0.51,0.50,0.37
0.49,0.45,0.55,0.51,0.49,0.37
0.49,0.45,0.55,0.51,0.49,0.37
0.47,0.45,0.56,0.51,0.49,0.37
0.45,0.45,0.56,0.51,0.49,0.37
0.43,0.45,0.56,0.51,0.49,0.38
0.41,0.46,0.56,0.51,0.50,0.38
0.38,0.46,0.56,0.51,0.50,0.39
0.38,0.46,0.56,0.51,0.50,0.39
0.37,0.47,0.56,0.51,0.50,0.40
0.36,0.47,0.55,0.51,0.50,0.42
0.35,0.48,0.55,0.51,0.50,0.43
0.36,0.48,0.55,0.51,0.50,0.45
0.37,0.48,0.55,0.50,0.50,0.46
0.37,0.48,0.55,0.50,0.50,0.46
0.38,0.48,0.56,0.50,0.50,0.47
0.40,0.49,0.56,0.50,0.50,0.49
0.41,0.49,0.57,0.50,0.50,0.49
0.42,0.49,0.57,0.50,0.50,0.50
0.44,0.49,0.57,0.50,0.50,0.51
0.44,0.49,0.57,0.50,0.50,0.51
0.45,0.49,0.57,0.50,0.50,0.51
0.45,0.49,0.57,0.50,0.50,0.51
0.46,0.49,0.56,0.50,0.50,0.51
0.46,0.50,0.56,0.50,0.50,0.52
0.46,0.50,0.56,0.50,0.50,0.52
0.46,0.50,0.56,0.50,0.50,0.52
0.47,0.50,0.56,0.50,0.50,0.52
0.47,0.50,0.56,0.50,0.50,0.52
0.47,0.50,0.56,0.50,0.50,0.52
0.47,0.50,0.56,0.50,0.50,0.52
0.47,0.50,0.56,0.50,0.50,0.52
0.47,0.50,0.56,0.50,0.50,0.52
0.47,0.50,0.56,0.50,0.50,0.52
0.47,0.50,0.56,0.50,0.50,0.53
0.47,0.50,0.56,0.50,0.50,0.53
0.47,0.51,0.56,0.50,0.50,0.53
0.47,0.51,0.56,0.50,0.50,0.53
0.47,0.51,0.56,0.50,0.50,0.53
0.47,0.51,0.56,0.50,0.50,0.53
0.47,0.51,0.56,0.50,0.50,0.53
0.48,0.51,0.56,0.50,0.50,0.53
0.48,0.51,0.56,0.50,0.50,0.54
0.48,0.51,0.56,0.50,0.50,0.54
0.48,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.49,0.51,0.56,0.50,0.50,0.54
0.50,0.51,0.56,0.50,0.50,0.54
0.50,0.51,0.56,0.50,0.50,0.54
0.50,0.51,0.56,0.50,0.50,0.54
0.50,0.51,0.56,0.50,0.50,0.54
0.50,0.51,0.56,0.50,0.50,0.54
0.50,0.51,0.56,0.50,0.50,0.54
0.51,0.51,0.56,0.50,0.50,0.54
0.51,0.51,0.56,0.49,0.50,0.54

0.64,0.52,0.60,0.51,0.50,0.50
0.67,0.52,0.59,0.51,0.51,0.49
0.70,0.52,0.59,0.52,0.51,0.48
0.71,0.51,0.59,0.52,0.52,0.46
0.72,0.48,0.60,0.52,0.52,0.46
0.72,0.48,0.60,0.52,0.51,0.44
0.72,0.46,0.59,0.52,0.50,0.42
0.70,0.45,0.59,0.52,0.50,0.40
0.65,0.44,0.58,0.53,0.51,0.38
0.60,0.44,0.57,0.53,0.52,0.36
0.55,0.43,0.57,0.53,0.52,0.36
0.55,0.43,0.57,0.53,0.52,0.36
0.52,0.44,0.56,0.53,0.52,0.35
0.49,0.45,0.55,0.53,0.51,0.35
0.47,0.45,0.55,0.53,0.51,0.36
0.45,0.46,0.54,0.53,0.51,0.36
0.43,0.46,0.54,0.53,0.51,0.36
0.43,0.46,0.54,0.53,0.51,0.37
0.42,0.46,0.54,0.53,0.51,0.38
0.40,0.47,0.54,0.52,0.51,0.39
0.39,0.48,0.53,0.52,0.51,0.40
0.38,0.48,0.53,0.52,0.51,0.41
0.38,0.48,0.53,0.52,0.51,0.41
0.38,0.48,0.53,0.52,0.51,0.42
0.37,0.49,0.53,0.51,0.50,0.43
0.38,0.49,0.53,0.51,0.50,0.44
0.38,0.49,0.54,0.51,0.50,0.45
0.39,0.49,0.54,0.50,0.50,0.47
0.41,0.49,0.55,0.50,0.50,0.47
0.41,0.49,0.55,0.50,0.50,0.47
0.42,0.49,0.56,0.50,0.50,0.48
0.43,0.49,0.56,0.50,0.50,0.49
0.44,0.50,0.56,0.50,0.49,0.49
0.45,0.50,0.55,0.50,0.49,0.49
0.45,0.50,0.55,0.50,0.49,0.49
0.45,0.50,0.55,0.50,0.49,0.49
0.45,0.50,0.54,0.50,0.49,0.49
0.45,0.50,0.54,0.50,0.49,0.50
0.46,0.50,0.54,0.50,0.49,0.50
0.46,0.50,0.54,0.50,0.49,0.50
0.46,0.50,0.54,0.50,0.49,0.50
0.46,0.50,0.54,0.50,0.49,0.50
0.47,0.50,0.54,0.49,0.49,0.50
0.47,0.50,0.55,0.49,0.49,0.51
0.47,0.51,0.55,0.49,0.49,0.51
0.48,0.51,0.55,0.49,0.49,0.51
0.48,0.51,0.55,0.49,0.49,0.51
0.47,0.51,0.55,0.49,0.49,0.51
0.47,0.51,0.56,0.49,0.49,0.51
0.47,0.51,0.56,0.49,0.50,0.51
0.47,0.51,0.56,0.49,0.50,0.50
0.47,0.51,0.56,0.49,0.50,0.50
0.47,0.51,0.56,0.49,0.50,0.50
0.46,0.51,0.56,0.49,0.50,0.51
0.46,0.51,0.56,0.49,0.50,0.51
0.45,0.51,0.56,0.49,0.50,0.51
0.45,0.51,0.56,0.49,0.50,0.51
0.45,0.51,0.56,0.49,0.50,0.51
0.45,0.51,0.56,0.49,0.50,0.51
0.45,0.51,0.56,0.49,0.50,0.51
0.46,0.51,0.56,0.49,0.50,0.52
0.46,0.51,0.56,0.49,0.50,0.52
0.46,0.51,0.56,0.49,0.50,0.52
0.46,0.51,0.56,0.49,0.50,0.52
0.46,0.51,0.56,0.49,0.50,0.52
0.46,0.51,0.56,0.49,0.50,0.52
0.47,0.51,0.56,0.49,0.50,0.53
0.47,0.51,0.56,0.49,0.50,0.53
0.47,0.51,0.56,0.49,0.50,0.53
0.47,0.51,0.56,0.49,0.50,0.53
0.47,0.51,0.56,0.49,0.50,0.53
0.47,0.51,0.56,0.49,0.50,0.53
0.47,0.51,0.56,0.49,0.49,0.53
0.47,0.51,0.56,0.49,0.49,0.53
0.47,0.51,0.56,0.49,0.49,0.54
0.47,0.51,0.56,0.49,0.49,0.54
0.47,0.51,0.56,0.49,0.49,0.54
0.48,0.51,0.56,0.49,0.49,0.54
0.48,0.51,0.56,0.49,0.49,0.54
0.48,0.51,0.56,0.49,0.49,0.54

0.59,0.52,0.59,0.51,0.50,0.49
0.61,0.52,0.59,0.51,0.50,0.49
0.64,0.52,0.59,0.51,0.50,0.48
0.66,0.52,0.59,0.52,0.51,0.47
0.67,0.51,0.58,0.52,0.51,0.46
0.67,0.51,0.58,0.52,0.51,0.46
0.67,0.49,0.57,0.52,0.51,0.44
0.67,0.48,0.56,0.52,0.50,0.43
0.65,0.47,0.55,0.52,0.50,0.41
0.62,0.47,0.55,0.52,0.50,0.39
0.58,0.46,0.55,0.52,0.50,0.38
0.58,0.46,0.55,0.52,0.50,0.38
0.54,0.45,0.55,0.52,0.50,0.37
0.51,0.45,0.55,0.51,0.50,0.36
0.49,0.45,0.55,0.51,0.50,0.36
0.47,0.45,0.55,0.51,0.49,0.36
0.45,0.46,0.55,0.51,0.50,0.37
0.45,0.46,0.55,0.51,0.50,0.37
0.44,0.46,0.55,0.51,0.50,0.37
0.42,0.46,0.55,0.51,0.50,0.38
0.41,0.47,0.55,0.51,0.50,0.39
0.40,0.46,0.55,0.51,0.51,0.39
0.39,0.47,0.55,0.51,0.51,0.40
0.39,0.47,0.55,0.51,0.51,0.40
0.38,0.47,0.56,0.51,0.51,0.41
0.37,0.48,0.55,0.50,0.50,0.42
0.36,0.48,0.56,0.50,0.50,0.44
0.36,0.49,0.56,0.50,0.51,0.45
0.36,0.49,0.56,0.50,0.51,0.46
0.36,0.49,0.56,0.50,0.51,0.46
0.37,0.49,0.56,0.50,0.51,0.47
0.38,0.49,0.56,0.50,0.50,0.48
0.39,0.49,0.57,0.50,0.50,0.49
0.41,0.49,0.57,0.50,0.49,0.50
0.42,0.49,0.57,0.50,0.49,0.51
0.42,0.49,0.57,0.50,0.49,0.51
0.44,0.49,0.57,0.50,0.49,0.51
0.45,0.50,0.57,0.50,0.49,0.51
0.46,0.50,0.57,0.50,0.49,0.52
0.47,0.50,0.56,0.50,0.49,0.52
0.47,0.50,0.56,0.51,0.49,0.52
0.47,0.50,0.56,0.51,0.49,0.52
0.48,0.50,0.56,0.50,0.49,0.52
0.48,0.51,0.55,0.50,0.49,0.52
0.48,0.51,0.55,0.50,0.49,0.52
0.49,0.51,0.55,0.50,0.49,0.52
0.49,0.51,0.55,0.50,0.49,0.52
0.49,0.51,0.55,0.50,0.49,0.52
0.49,0.51,0.55,0.50,0.49,0.52
0.48,0.51,0.55,0.50,0.49,0.51
0.48,0.51,0.55,0.50,0.50,0.51
0.48,0.51,0.55,0.50,0.50,0.51
0.48,0.51,0.55,0.50,0.50,0.51
0.48,0.51,0.55,0.50,0.50,0.51
0.48,0.51,0.55,0.50,0.50,0.51
0.48,0.51,0.55,0.50,0.50,0.51
0.48,0.51,0.55,0.50,0.50,0.52
0.48,0.52,0.55,0.50,0.50,0.52
0.48,0.51,0.55,0.50,0.50,0.52
0.48,0.51,0.55,0.50,0.50,0.52
0.48,0.51,0.55,0.50,0.50,0.52
0.48,0.51,0.55,0.50,0.49,0.52
0.48,0.51,0.55,0.50,0.49,0.52
0.48,0.51,0.56,0.49,0.49,0.52
0.49,0.51,0.56,0.49,0.49,0.52
0.49,0.51,0.56,0.49,0.49,0.52
0.49,0.51,0.56,0.49,0.50,0.52
0.49,0.51,0.56,0.49,0.50,0.52
0.49,0.51,0.56,0.49,0.50,0.52
0.49,0.51,0.56,0.49,0.50,0.52
0.49,0.51,0.56,0.49,0.50,0.52
0.49,0.51,0.56,0.49,0.50,0.52
0.49,0.51,0.56,0.49,0.50,0.52
0.50,0.51,0.56,0.49,0.50,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52

0.61,0.52,0.59,0.51,0.49,0.49
0.63,0.52,0.59,0.51,0.50,0.48
0.65,0.52,0.59,0.51,0.50,0.47
0.65,0.51,0.59,0.51,0.50,0.46
0.64,0.50,0.58,0.52,0.50,0.44
0.64,0.50,0.58,0.52,0.50,0.44
0.62,0.49,0.58,0.52,0.51,0.43
0.60,0.49,0.57,0.52,0.51,0.41
0.57,0.48,0.56,0.52,0.51,0.40
0.55,0.48,0.55,0.52,0.51,0.40
0.52,0.48,0.54,0.52,0.50,0.40
0.52,0.48,0.54,0.52,0.50,0.40
0.51,0.48,0.54,0.52,0.50,0.39
0.49,0.48,0.54,0.52,0.50,0.39
0.48,0.48,0.54,0.51,0.49,0.39
0.47,0.48,0.54,0.51,0.50,0.40
0.46,0.48,0.54,0.51,0.50,0.40
0.46,0.48,0.54,0.51,0.50,0.40
0.44,0.47,0.54,0.51,0.50,0.41
0.42,0.48,0.54,0.50,0.51,0.41
0.41,0.48,0.54,0.50,0.50,0.42
0.39,0.49,0.55,0.50,0.50,0.43
0.39,0.49,0.55,0.50,0.50,0.44
0.39,0.49,0.55,0.50,0.50,0.44
0.38,0.49,0.55,0.50,0.50,0.45
0.39,0.49,0.56,0.50,0.50,0.46
0.39,0.49,0.56,0.50,0.49,0.47
0.40,0.49,0.56,0.50,0.49,0.48
0.41,0.49,0.57,0.50,0.49,0.49
0.41,0.49,0.57,0.50,0.49,0.49
0.42,0.49,0.57,0.50,0.49,0.49
0.43,0.49,0.57,0.50,0.49,0.50
0.43,0.49,0.57,0.50,0.49,0.51
0.44,0.49,0.57,0.50,0.50,0.51
0.44,0.49,0.57,0.50,0.50,0.52
0.44,0.49,0.57,0.50,0.50,0.52
0.45,0.49,0.57,0.50,0.50,0.52
0.45,0.50,0.57,0.50,0.50,0.52
0.46,0.50,0.57,0.50,0.50,0.52
0.47,0.50,0.57,0.50,0.49,0.53
0.47,0.50,0.56,0.50,0.49,0.53
0.47,0.50,0.56,0.50,0.49,0.53
0.48,0.50,0.56,0.50,0.49,0.53
0.48,0.51,0.56,0.50,0.49,0.53
0.49,0.51,0.56,0.50,0.49,0.53
0.49,0.51,0.56,0.50,0.49,0.53
0.49,0.51,0.56,0.50,0.49,0.53
0.49,0.51,0.56,0.50,0.49,0.53
0.49,0.51,0.56,0.50,0.49,0.53
0.49,0.51,0.56,0.50,0.50,0.53
0.49,0.51,0.56,0.50,0.50,0.53
0.49,0.51,0.56,0.50,0.50,0.53
0.49,0.51,0.56,0.50,0.50,0.53
0.49,0.51,0.56,0.50,0.50,0.53
0.49,0.51,0.56,0.50,0.50,0.53
0.49,0.51,0.56,0.50,0.50,0.53
0.49,0.51,0.56,0.50,0.50,0.53
0.50,0.51,0.56,0.50,0.49,0.53
0.50,0.51,0.56,0.50,0.49,0.53
0.50,0.51,0.56,0.50,0.49,0.53
0.50,0.51,0.56,0.50,0.49,0.53
0.51,0.51,0.56,0.50,0.49,0.53
0.51,0.51,0.56,0.50,0.49,0.53
0.51,0.51,0.57,0.50,0.49,0.53
0.51,0.51,0.57,0.50,0.49,0.53
0.51,0.51,0.57,0.50,0.50,0.53
0.50,0.51,0.56,0.50,0.50,0.52
0.50,0.51,0.56,0.50,0.50,0.52
0.50,0.51,0.56,0.50,0.50,0.52
0.50,0.51,0.56,0.50,0.50,0.52
0.50,0.51,0.56,0.50,0.50,0.52
0.50,0.51,0.56,0.50,0.50,0.52
0.50,0.51,0.57,0.50,0.49,0.52
0.51,0.51,0.57,0.50,0.49,0.52
0.51,0.51,0.57,0.50,0.49,0.52
0.52,0.51,0.57,0.50,0.49,0.52
0.52,0.51,0.57,0.50,0.49,0.52
0.52,0.51,0.57,0.50,0.49,0.52
0.52,0.51,0.57,0.50,0.50,0.52
0.52,0.51,0.57,0.50,0.50,0.52

0.66,0.53,0.61,0.50,0.49,0.52
0.70,0.52,0.60,0.50,0.50,0.51
0.72,0.50,0.61,0.51,0.51,0.49
0.72,0.48,0.61,0.51,0.51,0.47
0.72,0.48,0.61,0.51,0.51,0.47
0.72,0.45,0.61,0.52,0.50,0.44
0.70,0.46,0.60,0.52,0.50,0.41
0.65,0.45,0.60,0.52,0.51,0.39
0.59,0.45,0.59,0.52,0.52,0.38
0.54,0.44,0.59,0.53,0.52,0.37
0.54,0.44,0.59,0.53,0.52,0.37
0.50,0.44,0.58,0.53,0.51,0.36
0.48,0.45,0.57,0.53,0.50,0.36
0.46,0.46,0.57,0.53,0.49,0.37
0.43,0.46,0.56,0.53,0.49,0.37
0.40,0.47,0.56,0.53,0.49,0.38
0.40,0.47,0.56,0.53,0.49,0.38
0.38,0.48,0.56,0.53,0.49,0.39
0.36,0.49,0.55,0.52,0.50,0.40
0.35,0.50,0.55,0.52,0.50,0.42
0.35,0.50,0.54,0.52,0.51,0.43
0.35,0.50,0.54,0.52,0.51,0.45
0.35,0.50,0.54,0.52,0.51,0.45
0.36,0.50,0.54,0.51,0.51,0.47
0.38,0.50,0.54,0.51,0.51,0.48
0.40,0.50,0.54,0.51,0.51,0.49
0.42,0.50,0.55,0.51,0.50,0.50
0.44,0.50,0.55,0.51,0.50,0.50
0.44,0.50,0.55,0.51,0.50,0.50
0.45,0.50,0.55,0.50,0.49,0.51
0.46,0.50,0.55,0.50,0.49,0.51
0.47,0.50,0.55,0.50,0.49,0.51
0.48,0.50,0.55,0.50,0.49,0.51
0.48,0.50,0.55,0.50,0.49,0.51
0.48,0.50,0.55,0.50,0.49,0.51
0.49,0.50,0.55,0.50,0.49,0.51
0.49,0.51,0.55,0.50,0.49,0.51
0.50,0.51,0.55,0.50,0.49,0.51
0.50,0.51,0.55,0.50,0.50,0.51
0.50,0.51,0.55,0.50,0.50,0.51
0.50,0.51,0.55,0.50,0.50,0.51
0.49,0.51,0.55,0.50,0.50,0.50
0.49,0.51,0.55,0.50,0.50,0.50
0.48,0.51,0.55,0.50,0.50,0.50
0.47,0.51,0.55,0.50,0.50,0.50
0.47,0.51,0.55,0.50,0.50,0.50
0.47,0.51,0.55,0.50,0.50,0.50
0.47,0.51,0.55,0.50,0.50,0.50
0.46,0.51,0.55,0.50,0.50,0.51
0.46,0.52,0.55,0.49,0.50,0.51
0.46,0.51,0.55,0.49,0.50,0.51
0.47,0.51,0.55,0.49,0.50,0.52
0.47,0.51,0.55,0.49,0.50,0.52
0.47,0.51,0.55,0.49,0.49,0.52
0.48,0.51,0.56,0.49,0.49,0.52
0.48,0.51,0.56,0.49,0.49,0.52
0.48,0.51,0.56,0.49,0.49,0.52
0.49,0.51,0.57,0.49,0.49,0.52
0.49,0.51,0.57,0.49,0.49,0.52
0.49,0.51,0.57,0.49,0.49,0.53
0.49,0.51,0.57,0.49,0.49,0.53
0.49,0.51,0.57,0.49,0.49,0.53
0.50,0.51,0.57,0.49,0.49,0.53
0.50,0.51,0.57,0.49,0.49,0.53
0.50,0.51,0.57,0.49,0.49,0.53
0.50,0.51,0.57,0.49,0.49,0.53
0.50,0.51,0.57,0.49,0.49,0.53
0.50,0.51,0.57,0.49,0.49,0.53
0.50,0.51,0.57,0.49,0.49,0.53
0.50,0.51,0.57,0.49,0.49,0.52
0.50,0.51,0.57,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.56,0.49,0.49,0.52
0.50,0.51,0.57,0.49,0.49,0.52
0.50,0.51,0.57,0.49,0.49,0.52
0.51,0.51,0.57,0.49,0.49,0.52

0.60,0.52,0.61,0.50,0.51,0.50
0.63,0.51,0.61,0.51,0.50,0.50
0.66,0.51,0.61,0.51,0.49,0.49
0.68,0.52,0.61,0.52,0.49,0.47
0.68,0.50,0.60,0.52,0.49,0.47
0.68,0.50,0.60,0.52,0.49,0.45
0.67,0.48,0.59,0.53,0.48,0.43
0.66,0.47,0.59,0.53,0.48,0.41
0.63,0.46,0.58,0.53,0.48,0.40
0.60,0.45,0.58,0.53,0.48,0.38
0.56,0.45,0.57,0.53,0.48,0.38
0.56,0.45,0.57,0.52,0.49,0.37
0.52,0.45,0.57,0.52,0.50,0.37
0.49,0.45,0.57,0.52,0.50,0.37
0.47,0.46,0.57,0.52,0.51,0.37
0.45,0.46,0.57,0.52,0.51,0.37
0.43,0.46,0.57,0.52,0.51,0.37
0.43,0.46,0.57,0.52,0.51,0.38
0.41,0.46,0.56,0.52,0.51,0.39
0.40,0.47,0.56,0.52,0.51,0.40
0.38,0.47,0.55,0.53,0.51,0.40
0.37,0.47,0.55,0.53,0.51,0.41
0.36,0.48,0.54,0.53,0.51,0.41
0.36,0.48,0.54,0.52,0.50,0.43
0.36,0.48,0.54,0.52,0.50,0.44
0.36,0.48,0.54,0.52,0.50,0.45
0.36,0.48,0.54,0.51,0.50,0.46
0.37,0.48,0.54,0.51,0.50,0.47
0.38,0.49,0.54,0.51,0.50,0.47
0.38,0.49,0.54,0.51,0.50,0.48
0.39,0.49,0.55,0.51,0.50,0.49
0.40,0.49,0.54,0.51,0.50,0.49
0.40,0.49,0.54,0.50,0.50,0.50
0.41,0.49,0.54,0.50,0.50,0.50
0.41,0.49,0.54,0.50,0.50,0.50
0.41,0.49,0.54,0.50,0.49,0.51
0.42,0.49,0.54,0.50,0.49,0.51
0.42,0.49,0.54,0.50,0.49,0.52
0.43,0.49,0.54,0.50,0.48,0.52
0.44,0.49,0.55,0.50,0.48,0.52
0.44,0.49,0.55,0.50,0.48,0.52
0.45,0.50,0.55,0.50,0.48,0.53
0.46,0.50,0.55,0.50,0.48,0.53
0.46,0.50,0.56,0.50,0.49,0.53
0.46,0.50,0.55,0.50,0.49,0.53
0.46,0.50,0.55,0.50,0.49,0.53
0.46,0.50,0.55,0.50,0.49,0.53
0.46,0.50,0.55,0.50,0.49,0.53
0.46,0.50,0.55,0.50,0.49,0.53
0.46,0.50,0.54,0.49,0.49,0.53
0.46,0.50,0.54,0.49,0.49,0.53
0.46,0.50,0.54,0.49,0.49,0.54
0.46,0.50,0.54,0.49,0.49,0.54
0.46,0.50,0.54,0.49,0.49,0.54
0.46,0.50,0.54,0.49,0.49,0.54
0.46,0.50,0.55,0.49,0.49,0.54
0.47,0.50,0.55,0.49,0.49,0.55
0.47,0.50,0.55,0.49,0.49,0.55
0.47,0.50,0.55,0.49,0.49,0.55
0.48,0.50,0.55,0.49,0.49,0.55
0.48,0.50,0.55,0.49,0.49,0.55
0.48,0.50,0.55,0.49,0.49,0.55
0.49,0.50,0.55,0.49,0.49,0.55
0.49,0.50,0.55,0.48,0.49,0.55
0.49,0.50,0.55,0.48,0.49,0.55
0.49,0.50,0.55,0.48,0.49,0.55
0.50,0.50,0.55,0.48,0.49,0.55
0.50,0.50,0.55,0.48,0.48,0.55
0.50,0.50,0.56,0.48,0.48,0.55
0.51,0.50,0.56,0.48,0.48,0.55
0.51,0.50,0.56,0.48,0.48,0.55
0.52,0.50,0.57,0.48,0.48,0.55
0.53,0.50,0.57,0.48,0.48,0.55
0.53,0.50,0.58,0.48,0.48,0.55
0.54,0.50,0.58,0.48,0.48,0.55
0.54,0.50,0.58,0.48,0.49,0.55
0.54,0.50,0.58,0.48,0.49,0.55
0.55,0.50,0.59,0.48,0.49,0.54
0.55,0.50,0.59,0.49,0.49,0.54
0.55,0.51,0.59,0.49,0.49,0.53

0.63,0.52,0.58,0.50,0.49,0.50
0.66,0.51,0.60,0.50,0.49,0.49
0.69,0.51,0.61,0.50,0.50,0.48
0.72,0.49,0.62,0.50,0.50,0.46
0.72,0.49,0.62,0.50,0.50,0.46
0.73,0.48,0.62,0.51,0.50,0.44
0.72,0.47,0.62,0.52,0.50,0.42
0.70,0.45,0.61,0.52,0.51,0.39
0.66,0.43,0.61,0.52,0.52,0.37
0.61,0.42,0.60,0.53,0.53,0.36
0.61,0.42,0.60,0.53,0.53,0.36
0.57,0.41,0.59,0.53,0.53,0.35
0.54,0.40,0.58,0.54,0.52,0.34
0.52,0.41,0.57,0.54,0.51,0.34
0.49,0.41,0.55,0.54,0.51,0.34
0.46,0.41,0.54,0.54,0.51,0.34
0.46,0.41,0.54,0.54,0.51,0.34
0.42,0.42,0.54,0.54,0.51,0.34
0.38,0.42,0.53,0.54,0.51,0.35
0.35,0.43,0.52,0.53,0.52,0.36
0.32,0.45,0.52,0.53,0.52,0.37
0.30,0.45,0.52,0.53,0.52,0.39
0.30,0.45,0.52,0.53,0.52,0.39
0.29,0.46,0.52,0.52,0.52,0.41
0.28,0.47,0.52,0.52,0.51,0.43
0.29,0.47,0.53,0.51,0.51,0.45
0.30,0.47,0.53,0.51,0.51,0.47
